,AGE,DRIVING_EXPERIENCE,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,sports car,minority,before 2015,male,ENCODED_EDUCATION,ENCODED_INCOME
2135,32.5,14.5,0.6453992259248305,1.0,1.0,1.0,10000.0,1,0,1,0.0,0,0,0,0,2.0,3.0
2136,32.5,14.5,0.4237378641698245,1.0,0.0,0.0,12000.0,1,0,2,0.0,0,0,1,1,0.0,0.0
2137,20.5,4.5,0.3629215326623253,1.0,1.0,1.0,10000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
2138,20.5,4.5,0.4926039647553179,1.0,0.0,1.0,12000.0,0,0,0,0.0,0,0,1,0,0.0,1.0
2139,52.0,24.5,0.601822301869865,0.0,0.0,1.0,13000.0,1,0,2,0.0,0,0,1,0,1.0,2.0
2140,32.5,14.5,0.6062550323138055,1.0,1.0,1.0,12000.0,0,0,2,0.0,0,0,0,1,1.0,2.0
2141,32.5,4.5,0.4028825434043423,1.0,1.0,1.0,10000.0,0,0,0,1.0,1,0,1,1,1.0,1.0
2142,20.5,4.5,0.5353128388192372,0.0,0.0,0.0,15000.0,0,0,0,1.0,0,0,0,0,0.0,2.0
2143,52.0,4.5,0.4839548732891249,0.0,1.0,1.0,11000.0,0,0,0,1.0,0,0,1,1,1.0,2.0
2144,72.5,45.0,0.4225679672628089,1.0,1.0,1.0,8000.0,7,2,7,0.0,0,0,0,1,1.0,3.0
2145,52.0,4.5,0.2377429797670804,1.0,0.0,1.0,9000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
2146,52.0,14.5,0.8163355504321163,1.0,1.0,1.0,11000.0,1,1,1,0.0,0,0,0,0,2.0,3.0
2147,20.5,4.5,0.3829853698679646,1.0,0.0,0.0,14000.0,0,0,0,1.0,1,1,1,1,0.0,0.0
2148,52.0,14.5,0.7182464696448215,0.0,0.0,1.0,14000.0,0,1,0,0.0,0,0,0,0,2.0,3.0
2149,72.5,4.5,0.6327218261481451,1.0,1.0,1.0,7000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
2150,52.0,14.5,0.5742174527670603,1.0,0.0,1.0,14000.0,0,0,2,0.0,0,0,1,1,2.0,3.0
2151,20.5,4.5,0.3907628569968647,0.0,0.0,0.0,13000.0,0,0,0,1.0,1,1,1,1,0.0,0.0
2152,20.5,4.5,0.0533575454627435,0.0,0.0,1.0,11000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
2153,72.5,24.5,0.4918327606370408,1.0,1.0,1.0,13000.0,1,0,2,0.0,0,0,1,1,2.0,3.0
2154,52.0,24.5,0.4517771757837985,1.0,1.0,1.0,12000.0,3,0,2,0.0,0,0,1,1,0.0,3.0
2155,32.5,4.5,0.3856329585067835,0.0,0.0,1.0,13000.0,0,0,0,1.0,0,0,0,1,0.0,0.0
2156,32.5,14.5,0.5158128096027941,1.0,1.0,0.0,13000.0,5,0,1,1.0,0,0,1,1,1.0,2.0
2157,52.0,4.5,0.6558041770375599,1.0,0.0,1.0,10000.0,0,0,0,1.0,0,0,1,1,0.0,2.0
2158,52.0,24.5,0.6308423358739552,1.0,0.0,0.0,12000.0,3,0,1,0.0,0,0,1,1,2.0,2.0
2159,20.5,4.5,0.4930343494618846,0.0,1.0,1.0,7000.0,0,0,0,1.0,0,0,1,1,2.0,2.0
2160,72.5,14.5,0.5254893642134176,1.0,1.0,0.0,11697.003206900365,0,0,1,0.0,0,0,1,0,2.0,3.0
2161,32.5,14.5,0.5158128096027941,0.0,0.0,1.0,12000.0,1,0,2,0.0,0,0,0,1,2.0,2.0
2162,32.5,14.5,0.6304263342185482,1.0,1.0,1.0,11000.0,0,0,0,0.0,0,1,0,0,1.0,3.0
2163,20.5,4.5,0.4730887680061617,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
2164,52.0,24.5,0.5958371735450096,0.0,1.0,1.0,14000.0,0,0,2,0.0,0,0,1,0,2.0,1.0
2165,32.5,4.5,0.3560925928410373,0.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
2166,72.5,45.0,0.470541767873757,1.0,1.0,1.0,7000.0,3,1,2,0.0,0,0,0,0,2.0,3.0
2167,52.0,24.5,0.5158128096027941,1.0,1.0,1.0,11000.0,1,0,1,0.0,0,0,1,0,1.0,3.0
2168,20.5,4.5,0.5999885146956511,1.0,0.0,1.0,12000.0,0,0,0,0.0,1,0,0,1,1.0,2.0
2169,72.5,45.0,0.7146856523438829,1.0,1.0,1.0,11000.0,2,0,4,0.0,0,0,0,0,2.0,3.0
2170,72.5,45.0,0.6341607287829374,1.0,0.0,1.0,11697.003206900365,5,1,1,0.0,0,0,1,0,2.0,3.0
2171,52.0,14.5,0.4411041307313577,1.0,0.0,1.0,13000.0,4,0,0,0.0,0,1,1,1,0.0,1.0
2172,72.5,14.5,0.7246438662273011,1.0,1.0,1.0,10000.0,1,0,0,0.0,0,0,0,0,1.0,3.0
2173,72.5,45.0,0.4919249368588813,0.0,0.0,1.0,12000.0,7,0,2,0.0,0,0,1,0,0.0,1.0
2174,52.0,24.5,0.6277294055932903,1.0,0.0,1.0,8000.0,6,1,0,0.0,0,0,0,1,1.0,3.0
2175,72.5,4.5,0.5851312984158576,1.0,1.0,1.0,4000.0,0,0,0,0.0,0,0,1,1,2.0,3.0
2176,52.0,24.5,0.4316815860923179,1.0,1.0,1.0,13000.0,0,0,3,0.0,0,0,1,0,1.0,3.0
2177,52.0,24.5,0.7071368241291672,0.0,0.0,0.0,17000.0,0,1,1,0.0,0,0,0,0,2.0,3.0
2178,72.5,4.5,0.7019551732236028,1.0,0.0,1.0,11697.003206900365,0,0,0,0.0,0,0,1,0,1.0,3.0
2179,32.5,14.5,0.2625927481910242,0.0,0.0,0.0,11000.0,2,0,3,1.0,0,0,1,1,0.0,0.0
2180,52.0,24.5,0.5828923586167308,1.0,1.0,1.0,12000.0,2,0,3,0.0,0,0,1,0,2.0,3.0
2181,72.5,45.0,0.6590255213877537,1.0,1.0,1.0,8000.0,7,0,3,0.0,0,0,0,0,2.0,3.0
2182,52.0,14.5,0.6495399151988311,1.0,0.0,0.0,11697.003206900365,1,0,0,0.0,0,0,0,1,2.0,3.0
2183,20.5,4.5,0.3900668519222092,0.0,0.0,0.0,16000.0,0,0,0,1.0,0,0,1,1,2.0,1.0
2184,52.0,24.5,0.7258759547550023,1.0,1.0,1.0,10000.0,0,2,0,0.0,0,0,1,1,2.0,3.0
2185,20.5,4.5,0.4016725835453395,1.0,1.0,1.0,8000.0,0,0,0,1.0,0,0,1,1,2.0,1.0
2186,52.0,24.5,0.6101559992595543,1.0,0.0,1.0,10000.0,6,0,6,0.0,0,0,0,1,1.0,2.0
2187,52.0,24.5,0.3552297444868037,1.0,1.0,0.0,15000.0,0,0,1,0.0,0,0,1,0,2.0,2.0
2188,20.5,4.5,0.5818195278168231,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,0,1.0,1.0
2189,32.5,14.5,0.5682701951385463,1.0,0.0,0.0,11697.003206900365,2,0,0,0.0,0,0,1,0,1.0,1.0
2190,52.0,4.5,0.2972676937492963,1.0,0.0,1.0,12000.0,0,0,0,1.0,0,1,1,1,0.0,1.0
2191,72.5,4.5,0.5334791090547961,1.0,1.0,1.0,8000.0,0,0,0,1.0,0,0,1,0,2.0,3.0
2192,32.5,14.5,0.6241214269114793,1.0,0.0,1.0,12000.0,1,0,1,1.0,0,1,1,1,2.0,2.0
2193,52.0,24.5,0.6312359635092651,1.0,1.0,1.0,10000.0,1,1,2,0.0,0,0,0,0,1.0,3.0
2194,52.0,24.5,0.5158128096027941,0.0,1.0,1.0,11000.0,0,0,1,0.0,0,0,1,0,1.0,0.0
2195,72.5,14.5,0.7068968853141855,1.0,1.0,1.0,12000.0,1,0,1,0.0,0,0,1,0,2.0,3.0
2196,52.0,24.5,0.4750576296457786,1.0,1.0,1.0,11697.003206900365,0,0,1,0.0,0,0,1,0,1.0,3.0
2197,20.5,4.5,0.6524048542925068,0.0,1.0,1.0,9000.0,0,0,0,0.0,0,0,1,0,1.0,1.0
2198,52.0,4.5,0.6025768346318514,1.0,1.0,1.0,14000.0,0,0,0,1.0,0,0,1,0,2.0,2.0
2199,20.5,4.5,0.399331859629261,0.0,0.0,1.0,13000.0,0,0,0,1.0,0,0,1,1,1.0,1.0
2200,32.5,14.5,0.3762875378405535,0.0,0.0,0.0,14000.0,2,0,1,0.0,0,0,0,1,2.0,1.0
2201,32.5,4.5,0.5126081170171121,1.0,1.0,1.0,9000.0,0,0,0,1.0,0,1,1,1,1.0,2.0
2202,72.5,24.5,0.5084533408694843,1.0,0.0,1.0,9000.0,2,0,4,0.0,1,0,0,1,2.0,3.0
2203,52.0,24.5,0.4600415995270326,1.0,1.0,1.0,9000.0,1,1,1,0.0,0,0,1,0,2.0,3.0
2204,72.5,14.5,0.6706215882714347,1.0,1.0,1.0,9000.0,1,0,0,0.0,0,0,1,1,2.0,3.0
2205,32.5,14.5,0.5768240844559903,1.0,0.0,1.0,14000.0,1,0,0,0.0,0,0,0,0,2.0,3.0
2206,72.5,24.5,0.411143781211444,1.0,0.0,1.0,14000.0,1,0,1,0.0,0,0,1,0,1.0,2.0
2207,72.5,45.0,0.473658782390129,1.0,1.0,1.0,7000.0,1,0,1,0.0,0,0,1,0,0.0,2.0
2208,32.5,14.5,0.7748838698842198,1.0,1.0,1.0,16000.0,2,1,0,1.0,0,0,1,1,2.0,3.0
2209,52.0,14.5,0.3797243465303907,0.0,0.0,1.0,16000.0,2,0,0,1.0,0,0,0,0,1.0,1.0
2210,52.0,24.5,0.4696346809916029,1.0,0.0,1.0,11000.0,3,0,5,0.0,0,1,0,0,1.0,3.0
2211,32.5,14.5,0.2885813295301705,0.0,1.0,0.0,13000.0,0,0,5,1.0,0,1,1,1,0.0,0.0
2212,72.5,4.5,0.6428710808160226,1.0,0.0,0.0,18000.0,0,0,0,1.0,0,0,0,1,2.0,3.0
2213,32.5,14.5,0.5158128096027941,1.0,0.0,1.0,11000.0,0,0,0,0.0,0,0,1,0,0.0,1.0
2214,32.5,14.5,0.313083578723112,0.0,1.0,1.0,13000.0,0,0,0,1.0,0,1,1,0,0.0,0.0
2215,20.5,4.5,0.2493628096799179,0.0,0.0,0.0,16000.0,0,0,0,0.0,0,0,1,0,1.0,0.0
2216,52.0,14.5,0.63594893814627,1.0,0.0,1.0,13000.0,2,0,0,1.0,0,0,1,0,1.0,2.0
2217,72.5,45.0,0.5158128096027941,1.0,0.0,1.0,11000.0,7,2,3,0.0,0,0,1,1,1.0,2.0
2218,32.5,14.5,0.5957286884093503,1.0,0.0,0.0,17000.0,0,0,0,0.0,0,0,0,0,1.0,3.0
2219,32.5,14.5,0.6174977753217151,1.0,1.0,0.0,12000.0,3,0,0,0.0,0,0,0,0,1.0,3.0
2220,20.5,4.5,0.4570728331773832,1.0,1.0,0.0,10000.0,0,0,0,1.0,0,0,1,0,1.0,2.0
2221,52.0,24.5,0.5081736491042842,1.0,1.0,1.0,9000.0,1,1,4,0.0,0,0,0,0,1.0,2.0
2222,52.0,24.5,0.4933174043193682,1.0,1.0,1.0,9000.0,1,0,4,0.0,0,1,1,0,0.0,1.0
2223,52.0,4.5,0.69300378701657,1.0,1.0,1.0,7000.0,0,0,0,0.0,0,0,0,0,2.0,3.0
2224,32.5,14.5,0.5158128096027941,1.0,0.0,1.0,14000.0,0,1,2,0.0,0,0,0,1,2.0,3.0
2225,32.5,14.5,0.5158128096027941,1.0,1.0,1.0,11000.0,2,0,4,0.0,0,0,1,0,1.0,2.0
2226,72.5,14.5,0.6843528623537078,1.0,1.0,1.0,12000.0,1,0,1,0.0,0,0,0,0,2.0,3.0
2227,72.5,14.5,0.6875783382024301,1.0,0.0,1.0,10000.0,0,0,0,0.0,0,0,0,0,2.0,3.0
2228,52.0,24.5,0.3493872235356677,0.0,0.0,1.0,16000.0,3,1,0,0.0,0,0,1,1,0.0,1.0
2229,52.0,24.5,0.3932963056890176,1.0,1.0,1.0,11000.0,2,0,2,0.0,0,0,1,1,0.0,1.0
2230,20.5,4.5,0.6053845904364437,0.0,1.0,0.0,16000.0,0,0,0,1.0,0,0,1,0,1.0,0.0
2231,32.5,14.5,0.421470788840087,0.0,0.0,1.0,12000.0,0,1,0,1.0,0,0,1,0,0.0,1.0
2232,52.0,14.5,0.3591755604347796,1.0,0.0,1.0,11000.0,0,0,1,0.0,0,0,1,1,0.0,1.0
2233,32.5,4.5,0.3545723667998132,1.0,0.0,1.0,14000.0,0,0,0,1.0,0,0,1,0,1.0,1.0
2234,52.0,4.5,0.4321300583604383,0.0,1.0,1.0,13000.0,0,0,0,1.0,0,0,1,1,0.0,2.0
2235,20.5,4.5,0.5123282848797849,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,1,1.0,1.0
2236,20.5,4.5,0.5158128096027941,1.0,1.0,1.0,10000.0,0,0,0,0.0,0,0,0,1,2.0,1.0
2237,32.5,14.5,0.5878164279910353,0.0,1.0,1.0,10000.0,1,0,1,0.0,0,0,0,0,1.0,3.0
2238,20.5,4.5,0.6080659514401169,1.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,0,2.0,2.0
2239,32.5,14.5,0.5438368709450099,1.0,0.0,1.0,15000.0,0,0,0,0.0,0,1,1,0,1.0,2.0
2240,52.0,24.5,0.528478134136445,1.0,1.0,0.0,13000.0,2,0,3,0.0,0,0,1,1,0.0,1.0
2241,52.0,24.5,0.5158128096027941,1.0,1.0,1.0,7000.0,1,0,6,0.0,0,0,0,0,2.0,3.0
2242,52.0,4.5,0.5838536413430283,1.0,1.0,0.0,11000.0,0,0,0,0.0,0,0,0,1,1.0,3.0
2243,32.5,14.5,0.576642413549302,1.0,1.0,1.0,10000.0,1,0,0,0.0,0,0,1,1,2.0,3.0
2244,32.5,14.5,0.6076431032309679,1.0,1.0,1.0,14000.0,1,0,1,0.0,0,0,0,0,1.0,2.0
2245,20.5,4.5,0.4665225387334632,1.0,0.0,1.0,12000.0,0,0,0,1.0,0,0,1,1,2.0,2.0
2246,72.5,45.0,0.6113521669097227,1.0,0.0,1.0,14000.0,2,0,3,0.0,0,0,1,1,2.0,3.0
2247,52.0,24.5,0.7159265369092279,1.0,0.0,1.0,11000.0,1,0,1,0.0,0,0,1,0,1.0,2.0
2248,32.5,14.5,0.4857759254136877,0.0,0.0,0.0,11000.0,2,0,1,0.0,0,1,1,0,2.0,1.0
2249,52.0,4.5,0.8164725583058063,1.0,1.0,1.0,11000.0,0,0,0,1.0,0,0,0,0,2.0,3.0
2250,52.0,4.5,0.5158128096027941,1.0,1.0,1.0,11697.003206900365,0,0,0,0.0,0,0,1,0,1.0,1.0
2251,72.5,45.0,0.7198423257971679,1.0,0.0,1.0,17000.0,3,2,2,0.0,0,0,0,1,1.0,3.0
2252,32.5,14.5,0.5619783574460144,0.0,1.0,0.0,12000.0,0,0,1,1.0,0,0,1,1,2.0,2.0
2253,20.5,4.5,0.4061057835072124,1.0,0.0,1.0,10000.0,0,0,0,0.0,0,0,1,1,2.0,2.0
2254,32.5,4.5,0.6291251206224056,1.0,1.0,0.0,14000.0,0,0,0,0.0,0,0,0,1,2.0,3.0
2255,20.5,4.5,0.3100993634008328,1.0,0.0,0.0,11697.003206900365,0,0,0,0.0,0,0,0,0,1.0,0.0
2256,32.5,14.5,0.4412887875093094,0.0,0.0,1.0,16000.0,0,1,5,1.0,0,0,1,1,0.0,0.0
2257,32.5,4.5,0.6247668180201081,0.0,0.0,0.0,16000.0,0,0,0,1.0,0,0,1,1,2.0,2.0
2258,32.5,14.5,0.5158128096027941,0.0,1.0,1.0,7000.0,3,0,0,1.0,0,0,1,0,2.0,3.0
2259,52.0,24.5,0.5382316145369773,1.0,1.0,1.0,11697.003206900365,5,1,1,0.0,0,0,1,1,2.0,3.0
2260,32.5,14.5,0.4618607083307367,1.0,0.0,1.0,16000.0,0,1,0,0.0,0,0,1,1,0.0,1.0
2261,52.0,24.5,0.3257088395291581,1.0,0.0,1.0,10000.0,6,1,2,0.0,0,0,1,1,1.0,1.0
2262,32.5,14.5,0.5158128096027941,1.0,1.0,0.0,12000.0,1,0,1,0.0,0,0,1,1,1.0,2.0
2263,52.0,24.5,0.3426020227947669,1.0,0.0,1.0,12000.0,3,0,1,0.0,0,0,1,1,2.0,3.0
2264,32.5,14.5,0.5158128096027941,1.0,0.0,1.0,12000.0,3,1,0,1.0,0,0,1,0,2.0,2.0
2265,72.5,45.0,0.627282790779749,1.0,1.0,1.0,12000.0,3,0,3,0.0,0,0,0,1,2.0,3.0
2266,20.5,4.5,0.3539233358292851,0.0,0.0,0.0,7000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
2267,32.5,14.5,0.3368387192320729,1.0,1.0,1.0,12000.0,0,0,2,0.0,0,0,1,1,1.0,1.0
2268,32.5,4.5,0.5013975339330701,1.0,1.0,1.0,8000.0,0,0,0,0.0,0,0,1,1,2.0,3.0
2269,20.5,4.5,0.6859296356917879,1.0,1.0,0.0,13000.0,0,0,0,0.0,0,0,0,0,0.0,2.0
2270,52.0,24.5,0.7934413374140356,1.0,1.0,1.0,12000.0,0,0,2,1.0,0,0,1,1,2.0,3.0
2271,52.0,14.5,0.6945959774205787,1.0,0.0,1.0,12000.0,0,0,0,0.0,0,1,0,0,2.0,3.0
2272,72.5,45.0,0.5790642583651154,1.0,1.0,1.0,12000.0,3,2,4,0.0,0,0,0,1,1.0,2.0
2273,52.0,4.5,0.4803057894369645,1.0,0.0,1.0,11697.003206900365,0,0,0,1.0,0,0,1,1,0.0,1.0
2274,72.5,14.5,0.5733039193659009,1.0,1.0,1.0,6000.0,3,0,1,0.0,0,0,0,1,1.0,3.0
2275,72.5,24.5,0.5403093030297199,1.0,1.0,1.0,13000.0,1,0,4,0.0,0,0,1,0,2.0,3.0
2276,72.5,14.5,0.550786240567428,1.0,1.0,1.0,15000.0,0,1,0,0.0,0,0,0,0,1.0,3.0
2277,32.5,14.5,0.4126790215583455,1.0,1.0,1.0,13000.0,0,0,0,0.0,0,0,0,0,1.0,1.0
2278,52.0,24.5,0.4692112924855094,1.0,1.0,1.0,11697.003206900365,3,0,5,0.0,0,0,1,1,2.0,2.0
2279,32.5,4.5,0.5158128096027941,1.0,0.0,1.0,14000.0,0,0,0,0.0,0,0,1,0,1.0,0.0
2280,20.5,4.5,0.3615365302867908,0.0,0.0,0.0,15000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
2281,52.0,24.5,0.4980226034854465,1.0,1.0,1.0,11697.003206900365,1,0,0,0.0,0,0,1,1,2.0,2.0
2282,32.5,14.5,0.3233952211549333,1.0,0.0,1.0,12000.0,2,0,2,0.0,0,0,1,0,1.0,0.0
2283,20.5,4.5,0.209207438250117,0.0,0.0,1.0,12000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
2284,52.0,24.5,0.6587634686642284,1.0,0.0,1.0,10000.0,1,0,1,1.0,0,0,1,0,1.0,2.0
2285,20.5,4.5,0.4747628156138578,1.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,0,1.0,2.0
2286,72.5,14.5,0.6249463939906088,1.0,0.0,1.0,10000.0,0,0,1,0.0,0,0,1,1,2.0,3.0
2287,20.5,4.5,0.5158128096027941,1.0,0.0,0.0,15000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
2288,52.0,24.5,0.4590963601154736,1.0,1.0,1.0,10000.0,4,1,0,0.0,0,0,1,0,2.0,2.0
2289,20.5,4.5,0.4458145649207179,0.0,0.0,1.0,14000.0,0,0,0,1.0,0,0,1,0,2.0,0.0
2290,52.0,14.5,0.5158128096027941,1.0,0.0,1.0,10000.0,2,0,0,1.0,0,0,1,0,1.0,2.0
2291,32.5,14.5,0.435684443338844,1.0,0.0,0.0,18000.0,1,0,0,0.0,0,0,0,0,1.0,1.0
2292,72.5,4.5,0.6704443520719815,1.0,1.0,1.0,7000.0,0,0,0,0.0,0,0,1,0,2.0,3.0
2293,72.5,45.0,0.6729033336097276,1.0,1.0,0.0,13000.0,7,1,2,0.0,0,1,0,1,1.0,3.0
2294,32.5,14.5,0.62683738396433,0.0,0.0,0.0,18000.0,0,0,0,1.0,0,0,1,0,1.0,1.0
2295,52.0,14.5,0.5455841291877064,1.0,1.0,1.0,14000.0,1,0,0,0.0,0,0,1,0,2.0,3.0
2296,32.5,14.5,0.3641481700600781,1.0,0.0,0.0,15000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
2297,52.0,14.5,0.5195896708682597,1.0,1.0,1.0,12000.0,1,0,0,0.0,0,0,0,0,1.0,3.0
2298,32.5,14.5,0.7283059747612598,1.0,0.0,1.0,7000.0,4,0,0,1.0,0,0,1,0,0.0,3.0
2299,72.5,24.5,0.6205968239964096,0.0,1.0,1.0,6000.0,3,1,1,0.0,0,0,0,0,2.0,3.0
2300,20.5,4.5,0.2201137286412824,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
2301,52.0,24.5,0.5053357773673236,1.0,1.0,0.0,16000.0,0,0,1,0.0,0,0,1,0,0.0,1.0
2302,20.5,4.5,0.4086313086464988,0.0,1.0,0.0,11697.003206900365,0,0,0,1.0,0,0,1,1,1.0,0.0
2303,20.5,4.5,0.5300196346155583,1.0,1.0,1.0,12000.0,0,0,0,1.0,0,0,1,0,2.0,2.0
2304,72.5,45.0,0.5003602785833389,1.0,0.0,1.0,10000.0,10,1,5,0.0,0,0,1,1,1.0,2.0
2305,72.5,4.5,0.5585067510751159,1.0,0.0,1.0,11697.003206900365,0,0,0,0.0,1,0,0,0,1.0,3.0
2306,32.5,14.5,0.4503478759046066,1.0,0.0,1.0,19000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
2307,20.5,4.5,0.4507118935979788,1.0,1.0,0.0,10000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
2308,20.5,4.5,0.5158128096027941,0.0,0.0,1.0,15000.0,0,0,0,1.0,0,0,1,1,1.0,1.0
2309,32.5,14.5,0.5158128096027941,1.0,0.0,0.0,13000.0,0,0,1,0.0,0,0,1,0,1.0,2.0
2310,72.5,24.5,0.6311921398557454,0.0,1.0,1.0,5000.0,5,1,0,0.0,0,0,1,0,2.0,3.0
2311,72.5,45.0,0.5431625565124614,1.0,0.0,0.0,16000.0,0,0,0,0.0,0,0,0,0,0.0,3.0
2312,32.5,14.5,0.4201405305138809,1.0,0.0,0.0,14000.0,0,0,2,1.0,0,1,1,1,0.0,1.0
2313,32.5,14.5,0.3831498666542099,0.0,1.0,1.0,11000.0,3,1,0,0.0,0,0,0,0,2.0,1.0
2314,52.0,24.5,0.7791679553969678,1.0,0.0,1.0,14000.0,1,2,0,0.0,0,0,1,0,1.0,3.0
2315,32.5,14.5,0.4318023987009185,0.0,0.0,1.0,12000.0,0,0,2,1.0,1,0,1,1,1.0,1.0
2316,32.5,4.5,0.4789172761106194,1.0,0.0,0.0,14000.0,0,0,0,0.0,0,0,1,1,2.0,2.0
2317,32.5,14.5,0.4117778046909311,1.0,0.0,0.0,16000.0,0,1,1,0.0,0,0,0,1,2.0,2.0
2318,52.0,24.5,0.5951126132753632,0.0,1.0,1.0,14000.0,1,1,0,1.0,0,0,0,0,1.0,2.0
2319,32.5,14.5,0.5084625781420464,1.0,0.0,0.0,11697.003206900365,1,0,2,0.0,0,1,1,1,2.0,2.0
2320,32.5,14.5,0.3550991539047511,0.0,1.0,0.0,12000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
2321,20.5,4.5,0.3268623226674747,1.0,0.0,0.0,12000.0,0,0,0,0.0,0,0,1,1,1.0,0.0
2322,32.5,14.5,0.5158128096027941,1.0,0.0,1.0,11000.0,1,0,1,0.0,0,0,1,0,2.0,3.0
2323,20.5,4.5,0.5702863779666819,1.0,0.0,0.0,11697.003206900365,0,0,0,0.0,0,0,0,0,1.0,2.0
2324,32.5,14.5,0.426888913221868,0.0,0.0,1.0,9000.0,4,0,0,0.0,0,0,1,1,1.0,0.0
2325,32.5,4.5,0.2959614920166271,0.0,1.0,1.0,9000.0,0,0,0,1.0,0,1,1,0,0.0,0.0
2326,20.5,4.5,0.463940368494201,1.0,0.0,0.0,18000.0,0,0,0,0.0,1,0,1,1,0.0,1.0
2327,20.5,4.5,0.4799110570189837,0.0,0.0,1.0,11000.0,0,0,0,1.0,0,0,1,0,1.0,1.0
2328,72.5,45.0,0.6850566210543733,1.0,1.0,0.0,15000.0,2,0,2,0.0,0,0,1,0,2.0,3.0
2329,32.5,14.5,0.1705500566934862,0.0,0.0,0.0,15000.0,2,0,1,1.0,0,0,1,1,0.0,0.0
2330,20.5,4.5,0.3710940022822425,0.0,0.0,0.0,16000.0,0,0,0,1.0,0,0,1,0,2.0,0.0
2331,32.5,14.5,0.4794426637305649,0.0,1.0,1.0,10000.0,3,0,0,1.0,0,0,0,1,1.0,2.0
2332,32.5,14.5,0.4968750939797052,1.0,1.0,0.0,6000.0,3,0,0,0.0,0,0,0,0,2.0,2.0
2333,20.5,4.5,0.428240194950307,0.0,1.0,1.0,11697.003206900365,0,0,0,0.0,0,0,1,0,2.0,2.0
2334,20.5,4.5,0.391560874266939,0.0,0.0,0.0,11000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
2335,52.0,24.5,0.4539275558254621,0.0,1.0,1.0,8000.0,4,0,1,0.0,0,0,0,1,2.0,3.0
2336,32.5,4.5,0.5710471942457584,1.0,1.0,0.0,13000.0,0,0,0,0.0,0,0,0,0,1.0,2.0
2337,32.5,14.5,0.4768445211434441,1.0,1.0,1.0,9000.0,0,2,3,0.0,0,0,0,1,2.0,3.0
2338,72.5,24.5,0.5964914522328386,1.0,1.0,1.0,11000.0,0,1,2,0.0,0,0,0,1,1.0,3.0
2339,72.5,45.0,0.6610339717907807,0.0,1.0,1.0,8000.0,5,2,4,0.0,0,0,1,0,2.0,3.0
2340,52.0,24.5,0.6599559493185874,0.0,1.0,1.0,7000.0,1,1,0,0.0,0,0,1,0,1.0,2.0
2341,32.5,14.5,0.5656845974670317,1.0,0.0,1.0,16000.0,0,1,0,0.0,0,0,1,1,1.0,2.0
2342,52.0,24.5,0.4615614389840806,0.0,1.0,1.0,8000.0,0,1,1,1.0,0,0,1,0,2.0,2.0
2343,20.5,4.5,0.3500380651478332,0.0,0.0,0.0,11697.003206900365,0,0,0,1.0,0,0,1,1,2.0,0.0
2344,32.5,14.5,0.5592727404712611,1.0,1.0,1.0,13000.0,4,0,1,0.0,0,0,1,1,2.0,3.0
2345,32.5,14.5,0.4460040776637941,1.0,0.0,0.0,16000.0,1,0,0,0.0,0,1,1,0,1.0,2.0
2346,20.5,4.5,0.1909109064399252,1.0,0.0,1.0,12000.0,0,0,0,0.0,0,0,1,0,1.0,1.0
2347,20.5,4.5,0.4039707635734866,1.0,0.0,1.0,12000.0,0,0,0,0.0,0,1,1,1,2.0,2.0
2348,52.0,24.5,0.5391318538288697,1.0,0.0,0.0,13000.0,3,0,1,0.0,0,0,1,1,2.0,3.0
2349,20.5,4.5,0.5193651680400878,1.0,0.0,0.0,10000.0,0,0,0,0.0,0,0,0,0,1.0,2.0
2350,52.0,14.5,0.6344892138804339,1.0,1.0,1.0,13000.0,0,1,0,0.0,0,0,1,0,2.0,3.0
2351,72.5,45.0,0.6995446355113222,1.0,0.0,1.0,15000.0,2,0,0,0.0,0,0,0,0,2.0,3.0
2352,32.5,14.5,0.5281288008928885,0.0,0.0,0.0,12000.0,0,0,1,0.0,0,0,1,1,0.0,2.0
2353,52.0,24.5,0.5145932969234476,0.0,0.0,1.0,14000.0,0,0,0,0.0,0,1,1,0,0.0,1.0
